Date,Price,Price(t-1),Price(t-2),Price(t-3),Price(t-4),cement
2023-10-30,2030.00000,2080.00000,2030.00000,2030.00000,2030.00000,1.14286
2023-10-31,2030.00000,2030.00000,2080.00000,2030.00000,2030.00000,1.14286
2023-11-01,2030.00000,2030.00000,2030.00000,2080.00000,2030.00000,1.14286
2023-11-02,2030.00000,2030.00000,2030.00000,2030.00000,2080.00000,1.14286
2023-11-03,2030.00000,2030.00000,2030.00000,2030.00000,2030.00000,1.14286
2023-11-04,2030.00000,2030.00000,2030.00000,2030.00000,2030.00000,1.14286
2023-11-05,2030.00000,2030.00000,2030.00000,2030.00000,2030.00000,1.14286
2023-11-06,2030.00000,2030.00000,2030.00000,2030.00000,2030.00000,0.00000
2023-11-07,2030.00000,2030.00000,2030.00000,2030.00000,2030.00000,0.00000
2023-11-08,2030.00000,2030.00000,2030.00000,2030.00000,2030.00000,0.00000
2023-11-09,2030.00000,2030.00000,2030.00000,2030.00000,2030.00000,0.00000
2023-11-10,2030.00000,2030.00000,2030.00000,2030.00000,2030.00000,0.00000
2023-11-11,2030.00000,2030.00000,2030.00000,2030.00000,2030.00000,0.00000
2023-11-12,2180.00000,2030.00000,2030.00000,2030.00000,2030.00000,0.00000
2023-11-13,2180.00000,2180.00000,2030.00000,2030.00000,2030.00000,0.28571
2023-11-14,2180.00000,2180.00000,2180.00000,2030.00000,2030.00000,0.28571
2023-11-15,2180.00000,2180.00000,2180.00000,2180.00000,2030.00000,0.28571
2023-11-16,2180.00000,2180.00000,2180.00000,2180.00000,2180.00000,0.28571
2023-11-17,2180.00000,2180.00000,2180.00000,2180.00000,2180.00000,0.28571
2023-11-18,2180.00000,2180.00000,2180.00000,2180.00000,2180.00000,0.28571
2023-11-19,2180.00000,2180.00000,2180.00000,2180.00000,2180.00000,0.28571
2023-11-20,2180.00000,2180.00000,2180.00000,2180.00000,2180.00000,0.00000
2023-11-21,2160.00000,2180.00000,2180.00000,2180.00000,2180.00000,0.00000
2023-11-22,2160.00000,2160.00000,2180.00000,2180.00000,2180.00000,0.00000
2023-11-23,2160.00000,2160.00000,2160.00000,2180.00000,2180.00000,0.00000
2023-11-24,2160.00000,2160.00000,2160.00000,2160.00000,2180.00000,0.00000
2023-11-25,2160.00000,2160.00000,2160.00000,2160.00000,2160.00000,0.00000
2023-11-26,2160.00000,2160.00000,2160.00000,2160.00000,2160.00000,0.00000
2023-11-27,2160.00000,2160.00000,2160.00000,2160.00000,2160.00000,0.14286
2023-11-28,2160.00000,2160.00000,2160.00000,2160.00000,2160.00000,0.14286
2023-11-29,2140.00000,2160.00000,2160.00000,2160.00000,2160.00000,0.14286
2023-11-30,2140.00000,2140.00000,2160.00000,2160.00000,2160.00000,0.14286
2023-12-01,2140.00000,2140.00000,2140.00000,2160.00000,2160.00000,0.14286
2023-12-02,2140.00000,2140.00000,2140.00000,2140.00000,2160.00000,0.14286
2023-12-03,2130.00000,2140.00000,2140.00000,2140.00000,2140.00000,0.14286
2023-12-04,2130.00000,2130.00000,2140.00000,2140.00000,2140.00000,0.00000
2023-12-05,2130.00000,2130.00000,2130.00000,2140.00000,2140.00000,0.00000
2023-12-06,2130.00000,2130.00000,2130.00000,2130.00000,2140.00000,0.00000
2023-12-07,2130.00000,2130.00000,2130.00000,2130.00000,2130.00000,0.00000
2023-12-08,2130.00000,2130.00000,2130.00000,2130.00000,2130.00000,0.00000
2023-12-09,2130.00000,2130.00000,2130.00000,2130.00000,2130.00000,0.00000
2023-12-10,2130.00000,2130.00000,2130.00000,2130.00000,2130.00000,0.00000
